"capability_id","workspace","canonical_route","object_type","action","permission","guard_helper","server_enforcement_point","frontend_behavior","source_review_status","verification_status","evidence"
"CAP-B08-001","Prestataires & fournisseurs","/angelcare-marketplace/admin/supply-network","/api/angelcare-marketplace/catalog/:itemId/transition","POST handleCatalogTransition","marketplace.catalog.view|marketplace.catalog.manage|marketplace.catalog.publish|marketplace.catalog.suppliers.view|marketplace.quote_basket.create|marketplace.quote_basket.view|marketplace.quote_basket.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/catalog/[itemId]/transition/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by NetworkAreaPage."
"CAP-B01-001","Accueil / Produits & services","/angelcare-marketplace/admin","/api/angelcare-marketplace/catalog","POST handleCatalog","marketplace.catalog.view|marketplace.catalog.manage|marketplace.catalog.publish|marketplace.catalog.suppliers.view|marketplace.quote_basket.create|marketplace.quote_basket.view|marketplace.quote_basket.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/catalog/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by OperatorExcellenceCockpit."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/catalog","POST handleCatalog","marketplace.catalog.view|marketplace.catalog.manage|marketplace.catalog.publish|marketplace.catalog.suppliers.view|marketplace.quote_basket.create|marketplace.quote_basket.view|marketplace.quote_basket.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/catalog/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B08-001","Prestataires & fournisseurs","/angelcare-marketplace/admin/supply-network","/api/angelcare-marketplace/catalog","POST handleCatalog","marketplace.catalog.view|marketplace.catalog.manage|marketplace.catalog.publish|marketplace.catalog.suppliers.view|marketplace.quote_basket.create|marketplace.quote_basket.view|marketplace.quote_basket.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/catalog/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by NetworkAreaPage."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/checkout/payment-methods","POST handleCheckoutPaymentMethods","marketplace.finance.view|marketplace.finance.reconciliation.manage|marketplace.finance.price_books.manage|marketplace.finance.exceptions.approve|marketplace.security.manage|marketplace.operations.view|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/checkout/payment-methods/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/cms/pages/:pageId/blocks","PUT handleBlocks","marketplace.cms.edit|marketplace.cms.submit|marketplace.cms.review|marketplace.cms.approve|marketplace.cms.schedule|marketplace.cms.publish|marketplace.cms.archive|marketplace.cms.view|marketplace.cms.create|marketplace.cms.blocks.manage|marketplace.cms.rollback|marketplace.cms.preview","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/cms/pages/[pageId]/blocks/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/cms/pages/:pageId/preview","POST handlePreview","marketplace.cms.edit|marketplace.cms.submit|marketplace.cms.review|marketplace.cms.approve|marketplace.cms.schedule|marketplace.cms.publish|marketplace.cms.archive|marketplace.cms.view|marketplace.cms.create|marketplace.cms.blocks.manage|marketplace.cms.rollback|marketplace.cms.preview","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/cms/pages/[pageId]/preview/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/cms/pages/:pageId/rollback","POST handlePageRollback","marketplace.cms.edit|marketplace.cms.submit|marketplace.cms.review|marketplace.cms.approve|marketplace.cms.schedule|marketplace.cms.publish|marketplace.cms.archive|marketplace.cms.view|marketplace.cms.create|marketplace.cms.blocks.manage|marketplace.cms.rollback|marketplace.cms.preview","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/cms/pages/[pageId]/rollback/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/cms/pages/:pageId","PATCH handlePage","marketplace.cms.edit|marketplace.cms.submit|marketplace.cms.review|marketplace.cms.approve|marketplace.cms.schedule|marketplace.cms.publish|marketplace.cms.archive|marketplace.cms.view|marketplace.cms.create|marketplace.cms.blocks.manage|marketplace.cms.rollback|marketplace.cms.preview","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/cms/pages/[pageId]/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","/api/angelcare-marketplace/cms/pages/:pageId/transition","POST handlePageTransition","marketplace.cms.edit|marketplace.cms.submit|marketplace.cms.review|marketplace.cms.approve|marketplace.cms.schedule|marketplace.cms.publish|marketplace.cms.archive|marketplace.cms.view|marketplace.cms.create|marketplace.cms.blocks.manage|marketplace.cms.rollback|marketplace.cms.preview","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/cms/pages/[pageId]/transition/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FrontendControlCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/conversion/admin/sessions/:sessionId/recover","POST handleConversionRecovery","marketplace.conversion.view|marketplace.conversion.recover","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/admin/sessions/[sessionId]/recover/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/conversion/basket/:basketId/checkout","POST handleBasketCheckout","marketplace.conversion.view|marketplace.conversion.recover","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/basket/[basketId]/checkout/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/conversion/basket/:basketId/items","POST handlePublicBasketItems","marketplace.conversion.view|marketplace.conversion.recover","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/basket/[basketId]/items/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/conversion/basket/:basketId/items","DELETE handlePublicBasketItems","marketplace.conversion.view|marketplace.conversion.recover","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/basket/[basketId]/items/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/conversion/basket","POST handlePublicBasket","marketplace.conversion.view|marketplace.conversion.recover","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/basket/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B02-001","Catégories & collections","/angelcare-marketplace/admin/catalog/categories","/api/angelcare-marketplace/conversion/category-native/session/:sessionKey/commit","POST handleCategoryNativeCommit","marketplace.journeys.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/category-native/session/[sessionKey]/commit/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by CategoryStudio."
"CAP-B02-001","Catégories & collections","/angelcare-marketplace/admin/catalog/categories","/api/angelcare-marketplace/conversion/category-native/session/:sessionKey/configuration","PATCH handleCategoryNativeConfigurationUpdate","marketplace.journeys.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/category-native/session/[sessionKey]/configuration/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by CategoryStudio."
"CAP-B02-001","Catégories & collections","/angelcare-marketplace/admin/catalog/categories","/api/angelcare-marketplace/conversion/category-native/session/:sessionKey/revalidate","POST handleCategoryNativeRevalidate","marketplace.journeys.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/category-native/session/[sessionKey]/revalidate/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by CategoryStudio."
"CAP-B02-001","Catégories & collections","/angelcare-marketplace/admin/catalog/categories","/api/angelcare-marketplace/conversion/category-native/session","POST handleCategoryNativeSessionCreate","marketplace.journeys.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/category-native/session/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by CategoryStudio."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/conversion/sessions/:sessionKey/availability","POST handleAvailabilityRevalidation","marketplace.conversion.view|marketplace.conversion.recover","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/sessions/[sessionKey]/availability/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/conversion/sessions/:sessionKey/confirm","POST handleConversionConfirmation","marketplace.conversion.view|marketplace.conversion.recover","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/sessions/[sessionKey]/confirm/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/conversion/sessions/:sessionKey/consent","POST handleConversionConsent","marketplace.conversion.view|marketplace.conversion.recover","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/sessions/[sessionKey]/consent/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/conversion/sessions/:sessionKey/price","POST handlePriceRevalidation","marketplace.conversion.view|marketplace.conversion.recover","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/sessions/[sessionKey]/price/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/conversion/sessions/:sessionKey","PATCH handleConversionSession","marketplace.conversion.view|marketplace.conversion.recover","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/sessions/[sessionKey]/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/conversion/sessions","POST handleConversionSessions","marketplace.conversion.view|marketplace.conversion.recover","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/conversion/sessions/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/crm/leads","POST handleLeads","marketplace.crm.view|marketplace.crm.leads.manage|marketplace.crm.accounts.manage|marketplace.crm.opportunities.manage|marketplace.crm.opportunities.transition|marketplace.crm.quotes.manage|marketplace.crm.quotes.view|marketplace.crm.quotes.approve","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/crm/leads/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/crm/opportunities/:opportunityId/transition","POST handleOpportunityTransition","marketplace.crm.view|marketplace.crm.leads.manage|marketplace.crm.accounts.manage|marketplace.crm.opportunities.manage|marketplace.crm.opportunities.transition|marketplace.crm.quotes.manage|marketplace.crm.quotes.view|marketplace.crm.quotes.approve","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/crm/opportunities/[opportunityId]/transition/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/crm/opportunities","POST handleOpportunities","marketplace.crm.view|marketplace.crm.leads.manage|marketplace.crm.accounts.manage|marketplace.crm.opportunities.manage|marketplace.crm.opportunities.transition|marketplace.crm.quotes.manage|marketplace.crm.quotes.view|marketplace.crm.quotes.approve","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/crm/opportunities/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/crm/quotes/:quoteId/approval","POST handleQuoteApproval","marketplace.crm.view|marketplace.crm.leads.manage|marketplace.crm.accounts.manage|marketplace.crm.opportunities.manage|marketplace.crm.opportunities.transition|marketplace.crm.quotes.manage|marketplace.crm.quotes.view|marketplace.crm.quotes.approve","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/crm/quotes/[quoteId]/approval/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/crm/quotes/:quoteId/transition","POST handleQuoteTransition","marketplace.crm.view|marketplace.crm.leads.manage|marketplace.crm.accounts.manage|marketplace.crm.opportunities.manage|marketplace.crm.opportunities.transition|marketplace.crm.quotes.manage|marketplace.crm.quotes.view|marketplace.crm.quotes.approve","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/crm/quotes/[quoteId]/transition/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/crm/quotes","POST handleQuotes","marketplace.crm.view|marketplace.crm.leads.manage|marketplace.crm.accounts.manage|marketplace.crm.opportunities.manage|marketplace.crm.opportunities.transition|marketplace.crm.quotes.manage|marketplace.crm.quotes.view|marketplace.crm.quotes.approve","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/crm/quotes/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by EnterpriseOrderCommand."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/customer/auth/login","POST handleCustomerLogin","marketplace.finance.view|marketplace.finance.reconciliation.manage|marketplace.finance.price_books.manage|marketplace.finance.exceptions.approve|marketplace.security.manage|marketplace.operations.view|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/customer/auth/login/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/customer/auth/logout","POST handleCustomerLogout","marketplace.finance.view|marketplace.finance.reconciliation.manage|marketplace.finance.price_books.manage|marketplace.finance.exceptions.approve|marketplace.security.manage|marketplace.operations.view|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/customer/auth/logout/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/customer/auth/magic-link","POST handleCustomerMagicLink","marketplace.finance.view|marketplace.finance.reconciliation.manage|marketplace.finance.price_books.manage|marketplace.finance.exceptions.approve|marketplace.security.manage|marketplace.operations.view|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/customer/auth/magic-link/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/customer/auth/password","PATCH handleCustomerPasswordReset","marketplace.finance.view|marketplace.finance.reconciliation.manage|marketplace.finance.price_books.manage|marketplace.finance.exceptions.approve|marketplace.security.manage|marketplace.operations.view|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/customer/auth/password/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/customer/auth/phone-otp","POST handleCustomerPhoneOtp","marketplace.finance.view|marketplace.finance.reconciliation.manage|marketplace.finance.price_books.manage|marketplace.finance.exceptions.approve|marketplace.security.manage|marketplace.operations.view|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/customer/auth/phone-otp/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/customer/auth/recover","POST handleCustomerRecovery","marketplace.finance.view|marketplace.finance.reconciliation.manage|marketplace.finance.price_books.manage|marketplace.finance.exceptions.approve|marketplace.security.manage|marketplace.operations.view|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/customer/auth/recover/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/customer/auth/register","POST handleCustomerRegister","marketplace.finance.view|marketplace.finance.reconciliation.manage|marketplace.finance.price_books.manage|marketplace.finance.exceptions.approve|marketplace.security.manage|marketplace.operations.view|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/customer/auth/register/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/customer/sessions","DELETE handleCustomerSessions","marketplace.finance.view|marketplace.finance.reconciliation.manage|marketplace.finance.price_books.manage|marketplace.finance.exceptions.approve|marketplace.security.manage|marketplace.operations.view|marketplace.operations.missions.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/customer/sessions/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider."
"CAP-B08-001","Prestataires & fournisseurs","/angelcare-marketplace/admin/supply-network","/api/angelcare-marketplace/development/activities/:activityId/transition","POST handleDevelopmentActivityTransition","marketplace.development.view|marketplace.development.manage|marketplace.development.publish|marketplace.development.kits.view|marketplace.development.supplier_specs.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/development/activities/[activityId]/transition/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by NetworkAreaPage."
"CAP-B08-001","Prestataires & fournisseurs","/angelcare-marketplace/admin/supply-network","/api/angelcare-marketplace/development/activities","POST handleDevelopmentActivities","marketplace.development.view|marketplace.development.manage|marketplace.development.publish|marketplace.development.kits.view|marketplace.development.supplier_specs.view","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/development/activities/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by NetworkAreaPage."
"CAP-B10-001","Finance","/angelcare-marketplace/admin/finance","/api/angelcare-marketplace/finance/invoice-readiness/evaluate","POST handleInvoiceReadinessEvaluation","marketplace.finance.view|marketplace.finance.price_books.manage|marketplace.finance.revenue.view|marketplace.finance.margins.view|marketplace.finance.price_books.approve|marketplace.finance.exceptions.approve|marketplace.finance.reconciliation.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/finance/invoice-readiness/evaluate/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FinanceControlLedger."
"CAP-B10-001","Finance","/angelcare-marketplace/admin/finance","/api/angelcare-marketplace/finance/margin-exceptions/:exceptionId/decision","POST handleMarginDecision","marketplace.finance.view|marketplace.finance.price_books.manage|marketplace.finance.revenue.view|marketplace.finance.margins.view|marketplace.finance.price_books.approve|marketplace.finance.exceptions.approve|marketplace.finance.reconciliation.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/finance/margin-exceptions/[exceptionId]/decision/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FinanceControlLedger."
"CAP-B10-001","Finance","/angelcare-marketplace/admin/finance","/api/angelcare-marketplace/finance/price-books/:priceBookId/transition","POST handlePriceBookTransition","marketplace.finance.view|marketplace.finance.price_books.manage|marketplace.finance.revenue.view|marketplace.finance.margins.view|marketplace.finance.price_books.approve|marketplace.finance.exceptions.approve|marketplace.finance.reconciliation.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/finance/price-books/[priceBookId]/transition/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FinanceControlLedger."
"CAP-B10-001","Finance","/angelcare-marketplace/admin/finance","/api/angelcare-marketplace/finance/price-books","POST handlePriceBooks","marketplace.finance.view|marketplace.finance.price_books.manage|marketplace.finance.revenue.view|marketplace.finance.margins.view|marketplace.finance.price_books.approve|marketplace.finance.exceptions.approve|marketplace.finance.reconciliation.manage","requireMarketplaceApiContext / source domain guard","app/api/angelcare-marketplace/finance/price-books/route.ts","VISIBLE_ENABLED_OR_DISABLED_WITH_REASON","SOURCE_REVIEWED","STATIC_VERIFIED_RUNTIME_GATE","Server handler chain inspected; frontend behavior is represented by FinanceControlLedger."
