"capability_id","batch","canonical_workspace","capability_family","capability_name","operator_purpose","canonical_route","interaction_surface","source_pages","source_components","source_api_routes","repository_service_authority","mutation_authority","lifecycle_authority","permission_authority","related_objects","downstream_effects","approved_design_reference","disposition","implementation_status","verification_status","source_review_status","evidence_notes"
"CAP-B09-010","B09","Academy / B2B & partenaires","HOSPITALITY PROPERTIES PROGRAMS READINESS REPORTS","HOSPITALITY PROPERTIES PROGRAMS READINESS REPORTS","Hospitality properties, programs, readiness and reports","/angelcare-marketplace/admin/verticals/hospitality","Property readiness and program inspectors","/angelcare-marketplace/admin/verticals/hospitality|/angelcare-marketplace/admin/verticals/hospitality/programs|/angelcare-marketplace/admin/verticals/hospitality/properties|/angelcare-marketplace/admin/verticals/hospitality/readiness|/angelcare-marketplace/admin/verticals/hospitality/reports","HospitalityCommand","NOT_APPLICABLE","b2b-verticals","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.b2b.hospitality.view","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-09/ANGELCARE_MARKETPLACE_ADMIN_BATCH_09_FINAL_EXCELLENCE/10_HOSPITALITY_PROPERTIES_PROGRAMS_READINESS_REPORTS.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Approved screen reconciled to HospitalityCommand at /angelcare-marketplace/admin/verticals/hospitality; mapping authority, route guard, repository/API chain and source-supported interactions were reviewed during Batch 09 implementation. Runtime visual comparison remains the documented environment gate. Canonical source: app/angelcare-marketplace/(protected)/admin/verticals/hospitality/page.tsx."
"CAP-B10-001","B10","Finance","FINANCE EXECUTIVE COMMAND CONTROL LEDGER","FINANCE EXECUTIVE COMMAND CONTROL LEDGER","Payments invoices receipts refunds Wallet revenue exposure reconciliation and closure queues use the real snapshot and repository authorities.","/angelcare-marketplace/admin/finance","Payment invoice Wallet subscription reconciliation and exception inspectors","/angelcare-marketplace/admin/finance-monetization/credit|/angelcare-marketplace/admin/finance-monetization/exceptions|/angelcare-marketplace/admin/finance-monetization/invoices|/angelcare-marketplace/admin/finance-monetization|/angelcare-marketplace/admin/finance-monetization/payments|/angelcare-marketplace/admin/finance-monetization/receipts|/angelcare-marketplace/admin/finance-monetization/reconciliation|/angelcare-marketplace/admin/finance-monetization/refunds|/angelcare-marketplace/admin/finance-monetization/subscriptions|/angelcare-marketplace/admin/finance/invoice-readiness|/angelcare-marketplace/admin/finance","FinanceControlLedger","/api/angelcare-marketplace/admin/finance-control-ledger|/api/angelcare-marketplace/admin/invoices|/api/angelcare-marketplace/admin/payments|/api/angelcare-marketplace/admin/receipts|/api/angelcare-marketplace/admin/subscriptions|/api/angelcare-marketplace/admin/wallet/imports|/api/angelcare-marketplace/admin/wallet/policies|/api/angelcare-marketplace/admin/wallet/simulations|/api/angelcare-marketplace/admin/wallet/summary|/api/angelcare-marketplace/finance/invoice-readiness/evaluate|/api/angelcare-marketplace/finance/invoice-readiness|/api/angelcare-marketplace/finance/margin-exceptions/:exceptionId/decision|/api/angelcare-marketplace/finance/margin-exceptions|/api/angelcare-marketplace/finance/price-books/:priceBookId/transition|/api/angelcare-marketplace/finance/price-books|/api/angelcare-marketplace/finance/price-rules/:priceRuleId/evaluate|/api/angelcare-marketplace/finance/price-rules|/api/angelcare-marketplace/finance/reconciliation/:eventId/resolve|/api/angelcare-marketplace/finance/reconciliation|/api/angelcare-marketplace/finance/revenue-streams|/api/angelcare-marketplace/finance/summary","financial-control-ledger|finance-authority|enterprise-closure|admin-control-plane|customer-commerce","POST /api/angelcare-marketplace/admin/invoices|POST /api/angelcare-marketplace/admin/payments|POST /api/angelcare-marketplace/admin/receipts|POST /api/angelcare-marketplace/admin/subscriptions|POST /api/angelcare-marketplace/admin/wallet/imports|POST /api/angelcare-marketplace/admin/wallet/policies|POST /api/angelcare-marketplace/admin/wallet/simulations|POST /api/angelcare-marketplace/finance/invoice-readiness/evaluate|POST /api/angelcare-marketplace/finance/margin-exceptions/:exceptionId/decision|POST /api/angelcare-marketplace/finance/price-books/:priceBookId/transition|POST /api/angelcare-marketplace/finance/price-books|POST /api/angelcare-marketplace/finance/price-rules/:priceRuleId/evaluate|POST /api/angelcare-marketplace/finance/reconciliation/:eventId/resolve","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.finance.view|marketplace.finance.manage|marketplace.finance.exceptions.approve|marketplace.finance.reconciliation.manage|marketplace.admin.access|marketplace.family.access|marketplace.family.dashboard|marketplace.family.profile.view|marketplace.family.profile.manage|marketplace.family.children.view|marketplace.family.children.manage|marketplace.family.diagnostics.create|marketplace.family.diagnostics.view|marketplace.family.requests.create|marketplace.family.requests.view|marketplace.family.missions.view|marketplace.family.support.create|marketplace.family.support.view|marketplace.access.denied|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.missions.create|marketplace.family.admin.manage|marketplace.family.admin.view|marketplace.catalog.suppliers.manage|marketplace.catalog.suppliers.view|marketplace.finance.price_books.manage|marketplace.security.manage|marketplace.finance.revenue.view|marketplace.finance.margins.view|marketplace.finance.price_books.approve","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-10/ANGELCARE_MARKETPLACE_ADMIN_BATCH_10_FINAL_EXCELLENCE/01_FINANCE_EXECUTIVE_COMMAND_CONTROL_LEDGER.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Canonical /finance now renders the rich Financial Control Ledger rather than the shallow command shell; revenue runway and governed contextual drawers preserve cross-object operating context. Canonical source: app/angelcare-marketplace/(protected)/admin/finance/page.tsx."
"CAP-B10-002","B10","Finance","PAYMENTS RECONCILIATION COMMAND","PAYMENTS RECONCILIATION COMMAND","Real create capture fail cancel refund search state and reconciliation authorities are exposed.","/angelcare-marketplace/admin/payments","Governed payment action and reconciliation decision dialogs","/angelcare-marketplace/admin/payments","PaymentCommand; PaymentAdminCommand; FinanceControlLedger payments workspace","NOT_APPLICABLE","admin-control-plane","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.finance.view|marketplace.finance.manage|marketplace.finance.exceptions.approve|marketplace.finance.reconciliation.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-10/ANGELCARE_MARKETPLACE_ADMIN_BATCH_10_FINAL_EXCELLENCE/02_PAYMENTS_RECONCILIATION_COMMAND.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Payment registry actions call existing payment intent and reconciliation APIs; serious state changes require operator reason and server permissions. Canonical source: app/angelcare-marketplace/(protected)/admin/payments/page.tsx."
"CAP-B10-003","B10","Finance","PAYMENT 360 MEGA DOSSIER REFUND AUTHORITY","PAYMENT 360 MEGA DOSSIER REFUND AUTHORITY","Lineage attempts provider references invoice receipt order customer capture and refundable balance are actionable from the real APIs.","/angelcare-marketplace/admin/payments/[paymentIntentId]/command","Payment investigation drawer; governed capture cancellation refund and receipt decisions","/angelcare-marketplace/admin/payments/:paymentIntentId/command|/angelcare-marketplace/admin/payments/[paymentIntentId]/command","PaymentMegaCommand; Finance PaymentDrawer","NOT_APPLICABLE","admin-control-plane|enterprise-command","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.finance.view|marketplace.finance.exceptions.approve|marketplace.finance.export|marketplace.finance.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-10/ANGELCARE_MARKETPLACE_ADMIN_BATCH_10_FINAL_EXCELLENCE/03_PAYMENT_360_MEGA_DOSSIER_REFUND_AUTHORITY.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","PaymentMegaCommand and the control-ledger drawer now use governed reasons and actual permissions for every consequential mutation. Canonical source: app/angelcare-marketplace/(protected)/admin/payments/[paymentIntentId]/command/page.tsx."
"CAP-B10-004","B10","Finance","INVOICES READINESS ISSUANCE COMMAND","INVOICES READINESS ISSUANCE COMMAND","Create draft issue cancel credit due-date and real readiness recalculation are exposed.","/angelcare-marketplace/admin/finance/invoices","Governed invoice lifecycle inspector; readiness evaluator","/angelcare-marketplace/admin/finance/invoices","InvoiceCommand; InvoiceReadinessAuthority; Finance InvoiceDrawer","NOT_APPLICABLE","enterprise-closure","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.finance.view|marketplace.finance.manage|marketplace.finance.reconciliation.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-10/ANGELCARE_MARKETPLACE_ADMIN_BATCH_10_FINAL_EXCELLENCE/04_INVOICES_READINESS_ISSUANCE_COMMAND.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Invoice transitions are constrained by source lifecycle and governed; readiness calls the existing evaluate authority and surfaces missing evidence/blockers. Canonical source: app/angelcare-marketplace/(protected)/admin/finance/invoices/page.tsx."
"CAP-B10-005","B10","Finance","RECEIPTS PAYMENT EVIDENCE COMMAND","RECEIPTS PAYMENT EVIDENCE COMMAND","Canonical receipt issuance from captured payment plus invoice and provider evidence are exposed.","/angelcare-marketplace/admin/finance/receipts","Governed receipt issuance; read-only evidence inspector","/angelcare-marketplace/admin/finance/receipts","ReceiptCommand; Finance ReceiptDrawer","NOT_APPLICABLE","enterprise-closure|admin-control-plane","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.finance.view|marketplace.finance.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-10/ANGELCARE_MARKETPLACE_ADMIN_BATCH_10_FINAL_EXCELLENCE/05_RECEIPTS_PAYMENT_EVIDENCE_COMMAND.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Receipt issuance calls the existing receipt API with governed reason; evidence inspector links Payment Command and Document Factory. Canonical source: app/angelcare-marketplace/(protected)/admin/finance/receipts/page.tsx."
"CAP-B10-006","B10","Finance","AC WALLET CONTROL RISK RECONCILIATION","AC WALLET CONTROL RISK RECONCILIATION","Accounts buckets ledger adjustments restrictions risks reconciliation policies checkout simulation and real assignment import are exposed.","/angelcare-marketplace/admin/wallet","Governed adjustment restriction reconciliation policy transition and import dialogs","/angelcare-marketplace/admin/wallet/customers|/angelcare-marketplace/admin/wallet|/angelcare-marketplace/admin/wallet/policies|/angelcare-marketplace/admin/wallet/reconciliation|/angelcare-marketplace/admin/wallet/risk","WalletAuthorityClient; WalletPolicyStudio; WalletPolicyImportStudio; Finance CreditDrawer","NOT_APPLICABLE","customer-commerce","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.finance.view|marketplace.finance.exceptions.approve|marketplace.security.manage|marketplace.finance.price_books.manage|marketplace.finance.reconciliation.manage|marketplace.finance.security.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-10/ANGELCARE_MARKETPLACE_ADMIN_BATCH_10_FINAL_EXCELLENCE/06_AC_WALLET_CONTROL_RISK_RECONCILIATION.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Restriction method corrected to PATCH; server-derived permissions gate actions; policy activation and CSV upsert are governed and audit-reasoned. Canonical source: app/angelcare-marketplace/(protected)/admin/wallet/page.tsx."
"CAP-B10-007","B10","Finance","PRICE BOOKS PRICING RULE LIFECYCLE","PRICE BOOKS PRICING RULE LIFECYCLE","Price books rules cost margin floor discount commission lifecycle and production RPC test bench are exposed.","/angelcare-marketplace/admin/finance/price-books","Governed lifecycle decision; contextual rule evaluator","/angelcare-marketplace/admin/finance/price-books","PriceBookAuthority; PriceBookTransitionDesk; PriceRuleEvaluationDesk","NOT_APPLICABLE","finance-authority","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.finance.view|marketplace.finance.price_books.approve|marketplace.finance.price_books.manage|marketplace.finance.margins.view","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-10/ANGELCARE_MARKETPLACE_ADMIN_BATCH_10_FINAL_EXCELLENCE/07_PRICE_BOOKS_PRICING_RULE_LIFECYCLE.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Rule test bench calls /finance/price-rules/[id]/evaluate and displays the actual RPC response; lifecycle uses source transition graph and governed reason. Canonical source: app/angelcare-marketplace/(protected)/admin/finance/price-books/page.tsx."
"CAP-B10-008","B10","Finance","MARGIN DISCOUNT EXCEPTION DECISION AUTHORITY","MARGIN DISCOUNT EXCEPTION DECISION AUTHORITY","Configured/proposed price cost floor margin discount request reason and audited approve/reject authority are exposed.","/angelcare-marketplace/admin/finance/margins","Governed approval/rejection decision modal","/angelcare-marketplace/admin/finance/margins","MarginAuthority; MarginDecisionDesk","NOT_APPLICABLE","finance-authority","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.finance.margins.view|marketplace.finance.exceptions.approve","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-10/ANGELCARE_MARKETPLACE_ADMIN_BATCH_10_FINAL_EXCELLENCE/08_MARGIN_DISCOUNT_EXCEPTION_DECISION_AUTHORITY.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Decision desk requires source permission and operator reason; it calls the existing margin decision API without inventing calculations. Canonical source: app/angelcare-marketplace/(protected)/admin/finance/margins/page.tsx."
"CAP-B10-009","B10","Finance","REVENUE STREAMS COMMISSIONS SUBSCRIPTIONS","REVENUE STREAMS COMMISSIONS SUBSCRIPTIONS","Gross discount commission payable cost net margin recognition and subscription creation/lifecycle are exposed.","/angelcare-marketplace/admin/finance/revenue-streams","Governed subscription lifecycle drawer and decision modal","/angelcare-marketplace/admin/finance/revenue-streams","RevenueAuthority; SubscriptionCommand; Finance SubscriptionDrawer","NOT_APPLICABLE","finance-authority","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.finance.revenue.view|marketplace.finance.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-10/ANGELCARE_MARKETPLACE_ADMIN_BATCH_10_FINAL_EXCELLENCE/09_REVENUE_STREAMS_COMMISSIONS_SUBSCRIPTIONS.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Revenue runway is visible from /finance; contextual Finance navigation reaches Revenue and Subscriptions; no fabricated forecasts or revenue metrics. Canonical source: app/angelcare-marketplace/(protected)/admin/finance/revenue-streams/page.tsx."
"CAP-B10-010","B10","Finance","FINANCIAL RECONCILIATION CONTROL LEDGER CLOSURE","FINANCIAL RECONCILIATION CONTROL LEDGER CLOSURE","Expected observed difference source target ownership status resolution and closure pressure are exposed.","/angelcare-marketplace/admin/finance/reconciliation","Governed reconciliation resolution inspector","/angelcare-marketplace/admin/finance/reconciliation","ReconciliationAuthority; ReconciliationResolutionDesk; Finance ReconciliationDrawer","NOT_APPLICABLE","finance-authority","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.finance.view|marketplace.finance.reconciliation.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-10/ANGELCARE_MARKETPLACE_ADMIN_BATCH_10_FINAL_EXCELLENCE/10_FINANCIAL_RECONCILIATION_CONTROL_LEDGER_CLOSURE.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Both finance authority and payment/Wallet reconciliation transitions are source-routed; difference decisions require permission reason and evidence. Canonical source: app/angelcare-marketplace/(protected)/admin/finance/reconciliation/page.tsx."
