"capability_id","route","workspace","loading","empty","first_use","populated","filtered_empty","partial","stale","validation_error","server_error","permission_denied","blocked","dependency_missing","approval_pending","success","save_failure","unsaved","conflict","paused","archived","not_ready","source_review_status","notes"
"CAP-B08-008","/angelcare-marketplace/admin/vendors/orders","Prestataires & fournisseurs","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","VendorAuthorityClient; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B08-009","/angelcare-marketplace/admin/suppliers","Prestataires & fournisseurs","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","SupplierCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B08-010","/angelcare-marketplace/admin/supply-network/capacity","Prestataires & fournisseurs","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","NetworkCapacityGrid; ProviderManagementPanel; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B09-001","/angelcare-marketplace/admin/academy","Academy / B2B & partenaires","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","AcademyCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B09-002","/angelcare-marketplace/admin/academy/catalog","Academy / B2B & partenaires","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","CatalogRegistry; ProgramStudio; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B09-003","/angelcare-marketplace/admin/academy/cohorts","Academy / B2B & partenaires","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","CohortCommand; SessionCommand; TrainerCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B09-004","/angelcare-marketplace/admin/academy/certificates","Academy / B2B & partenaires","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","CertificateAuthority; AssessmentCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B09-005","/angelcare-marketplace/admin/verticals","Academy / B2B & partenaires","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","B2BExecutiveCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B09-006","/angelcare-marketplace/admin/verticals/organizations/[organizationId]","Academy / B2B & partenaires","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","Organization360; B2BOperatorDesk; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B09-007","/angelcare-marketplace/admin/verticals/corporates/eligibility","Academy / B2B & partenaires","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","CorporateCommand; CorporateEligibilityCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B09-008","/angelcare-marketplace/admin/verticals/establishments","Academy / B2B & partenaires","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","EstablishmentsCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B09-009","/angelcare-marketplace/admin/verticals/health-partners","Academy / B2B & partenaires","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","HealthPartnersCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B09-010","/angelcare-marketplace/admin/verticals/hospitality","Academy / B2B & partenaires","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","HospitalityCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B10-001","/angelcare-marketplace/admin/finance","Finance","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","FinanceControlLedger; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B10-002","/angelcare-marketplace/admin/payments","Finance","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","PaymentCommand; PaymentAdminCommand; FinanceControlLedger payments workspace; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B10-003","/angelcare-marketplace/admin/payments/[paymentIntentId]/command","Finance","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","PaymentMegaCommand; Finance PaymentDrawer; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B10-004","/angelcare-marketplace/admin/finance/invoices","Finance","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_REVIEWED","InvoiceCommand; InvoiceReadinessAuthority; Finance InvoiceDrawer; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B10-005","/angelcare-marketplace/admin/finance/receipts","Finance","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","ReceiptCommand; Finance ReceiptDrawer; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B10-006","/angelcare-marketplace/admin/wallet","Finance","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","WalletAuthorityClient; WalletPolicyStudio; WalletPolicyImportStudio; Finance CreditDrawer; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B10-007","/angelcare-marketplace/admin/finance/price-books","Finance","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","PriceBookAuthority; PriceBookTransitionDesk; PriceRuleEvaluationDesk; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B10-008","/angelcare-marketplace/admin/finance/margins","Finance","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","MarginAuthority; MarginDecisionDesk; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B10-009","/angelcare-marketplace/admin/finance/revenue-streams","Finance","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","RevenueAuthority; SubscriptionCommand; Finance SubscriptionDrawer; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B10-010","/angelcare-marketplace/admin/finance/reconciliation","Finance","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","ReconciliationAuthority; ReconciliationResolutionDesk; Finance ReconciliationDrawer; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B11-001","/angelcare-marketplace/admin/trust","Trust & qualité","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","TrustCommand; AdminWorkspaceContextNav; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B11-002","/angelcare-marketplace/admin/trust/quality-check-360","Trust & qualité","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","Quality360Command; QualityAssessmentInspector; TrustDecisionDesk; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B11-003","/angelcare-marketplace/admin/trust/complaints","Trust & qualité","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","ComplaintCommand; ComplaintInvestigationInspector; TrustDecisionDesk; CapaCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B11-004","/angelcare-marketplace/admin/trust/sops","Trust & qualité","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","SopAuthority; SopCreateDesk; TrustDecisionDesk; StandardsAuthority; ComplianceAuthority; SensitiveContentCommand; SensitiveReviewDecisionDesk; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B11-005","/angelcare-marketplace/admin/analytics","Analytics & intelligence","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","AnalyticsCommand; AnalyticsRefreshDesk; ExecutiveControlCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B11-006","/angelcare-marketplace/admin/analytics/marketplace","Analytics & intelligence","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","MetricRegistry; DataQualityCommand; AnalyticsToIntelligence; AnalyticsRefreshDesk; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B11-007","/angelcare-marketplace/admin/executive-control","Analytics & intelligence","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","ExecutiveControlCommand; BusinessPulseCommand; executive briefs registry; IntelligenceDecisionCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B11-008","/angelcare-marketplace/admin/security","Paramètres & gouvernance","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","SecurityCommand; SecurityGovernanceDesk; SecurityRegisters; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B11-009","/angelcare-marketplace/admin/configuration","Paramètres & gouvernance","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","GovernanceCommand; ConfigurationClient; ModuleRegistryClient; WorkspaceRegistryCommand; ProductExcellenceCommand; only states recorded in the approved-screen implementation evidence are asserted."
"CAP-B11-010","/angelcare-marketplace/admin/launch","Paramètres & gouvernance","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","SOURCE_SUPPORTED","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_SUPPORTED","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","NOT_APPLICABLE","SOURCE_REVIEWED","LaunchCommand; LaunchDecisionDesk; QaCommand; QaDefectDecisionDesk; ReadinessClient; ActivationCommand; LaunchRegisters; only states recorded in the approved-screen implementation evidence are asserted."
